text,category
My daughter is stranded in charlotte because US Airways cancelled her flight tonight.  Completely dissatisfied with,Flight Issue
Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,Satisfied
"car services to and from the hotel, food, hotel cost bc of cancellations fall on the customer with last minute notifications",Flight Issue
"flights keep getting delayed and cancelled with no information, worst customer service ever.",Flight Issue
"where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",Luggage Issue
flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,Flight Issue
thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,Satisfied
been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,Flight Issue
4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.,Flight Issue
thanks to  my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet,Flight Issue
freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday,Flight Issue
thank you! Glad to be heading home! Great people at your call center!,Satisfied
"thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",Satisfied
HA!  You're fun.,Satisfied
UR service is so shitty. Pilot never showed up so we waited hours because another pilot was supposed to come but didn't #cancelled,Flight Issue
flying high thanks!,Satisfied
Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,Satisfied
flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!,Flight Issue
thanks,Satisfied
"redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",Flight Issue
It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!,Flight Issue
flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed,Flight Issue
"with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",Satisfied
"Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp;  for help getting me back to IAH.",Satisfied
Flight # 604. Thanks.,Satisfied
flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,Flight Issue
"stranded  Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  cancelled my mechanics flight today.",Flight Issue
"YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",Satisfied
"wont waive fees for flight cancellation due to #neptune To use credit, $200 fee. Couldnt reach destination  #notmyfault",Flight Issue
Thank you. And thanks for being so accommodating.,Satisfied
YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,Satisfied
Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob,Flight Issue
thanks!,Satisfied
Flight cancelled because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice,Flight Issue
YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Satisfied
flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,Flight Issue
I have been rebooked but It has been handled very unprofessionally. cancellations happen but the disorganization is uncalled for.,Flight Issue
YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),Satisfied
can I get free wifi since the flight 1808 was cancelled?,Flight Issue
Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,Satisfied
have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,Flight Issue
I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,Flight Issue
tooooo many cancellations! My chain of command hates me now,Flight Issue
you cancelled both my flights and refused to give a voucher despite no flights for 2days.  #neveragain,Flight Issue
I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,Flight Issue
that's why u guys are my #1 choice.,Satisfied
thanks. 😒,Satisfied
"I just want to get home before Wednesday... Joke is over, 50hrs of cancellations and delays is enough!",Flight Issue
how about a drink voucher for the next flight?? #winkwink,Satisfied
nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,Satisfied
2.5 hours Late Flightr and the flight has been cancelled. You gotta work on your internal communication skills.,Flight Issue
And it's 3:22 with no sign of boarding.... Can I please get another update?,Flight Issue
"after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",Satisfied
thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,Satisfied
Thx for responding :) When bags came there was mad rush towards end of jetway—why not just put thru baggage claim?,Luggage Issue
right on. Up. Up &amp; away ✈️🌞,Satisfied
we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,Flight Issue
"you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",Flight Issue
"can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm",Flight Issue
flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,Flight Issue
Thank you so much its been a very stressful day,Satisfied
Waiting for my luggage on flight 1923. Is there a delay?,Luggage Issue
Absolutely!! The staff was amazing!!,Satisfied
Haha - that will indeed be a great day!,Satisfied
"I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",Flight Issue
how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..,Flight Issue
thank you! I tried that and they said they didn't have it. Anywhere else to try?,Satisfied
"and   4 days of cancellations, I have driven to 3 airports in 3 different states, spent more on gas than my flight.",Flight Issue
customer service at its finest,Satisfied
please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,Flight Issue
Fabulous - thank you so much! Looking forward to taking to the skies with you! :),Satisfied
No I missed the funeral so I had to take a train back to Newark,Flight Issue
— I had exceptional service on flight #403 from IND to PHX!!,Satisfied
Travelling from pwm to atl on Sunday That flight got cancelled and my new flight is cancelled and got disconnected when reFlight Booking Problems,Flight Issue
missing my reservations due to a cancelled flight. Make it right by giving me first class tomorrow. Make your customers happy.,Flight Issue
"it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",Luggage Issue
any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?,Flight Issue
#crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc,Satisfied
I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay,Flight Issue
Just contaced EYEWITNESS NEWS about the ripoff the cancelled now they want me to pay,Flight Issue
"They charged me for a flight they cancelled, unbelievable and unheard of",Flight Issue
"Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",Flight Issue
"Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were cancelled.",Flight Issue
want to bump up my seet to first class for two cancellations in 24hrs?? what a joke,Flight Issue
will do. Hoping for a voucher for a future flight #Optimistic,Satisfied
I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,Luggage Issue
no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,Luggage Issue
No kidding. Oy.,Flight Issue
thanks,Satisfied
and it still says it's on time on your website btw,Flight Issue
